Merchant ID,Account Name,Account Type,Sector,MCC.,Account Owner,Account Status.,Activated Date,Country,Referral Source
152357,Mojic Supplies And Investments,Spare Parts & Accessories,Retail,5013- Motor Vehicle Supplies and New Parts,Jonathan Mwai,Finalized,"Feb 24, 2025",Kenya,Self Search
152235,Tubekenya,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Jonathan Mwai,Finalized,"Feb 27, 2025",Kenya,Helpdesk
152349,POUNDVESTER SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elosy Ngina,Activated,"Aug 8, 2025",Kenya,Self Search
152345,Hailey's Cook House Company Limited,Catering,Hospitality,5812- Eating Place & Restaurant,Jonathan Ssempa,Finalized,"Apr 30, 2025",Uganda,Bank Referral
151596,VYROTIMES SOLUTIONS,E-Commerce,E-Commerce,,Sandra Ninsiima,Finalized,"Feb 24, 2025",Uganda,Chat
152342,KAWEESI ABDU TRADERS,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Account Closed,"Feb 24, 2025",Uganda,Employee Referral
152607,WINETAILS EXPERIENCE,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Judy Masita,Finalized,"Feb 27, 2025",Kenya,Self Search
151322,GASTROENTEROLOGY SOCIETY OF KENYA,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Judy Masita,Finalized,"Apr 1, 2025",Kenya,Helpdesk
151245,Mallnet Electronics Enterprises,E-Commerce,E-Commerce,5732- Electronics Sales,Sheila Kefa,Closed due to Fraud,"Mar 4, 2025",Kenya,Chat
152344,Spring Fountain Ventures Limited,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),David Githaiga,Activated,"Mar 16, 2025",Kenya,N/A
152360,Njoro Beads,Curio Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Feb 24, 2025",Kenya,Self Search
152315,BRAVO GORILLA VACATIONS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Stephen Kagaba,Finalized,"Feb 24, 2025",Uganda,Helpdesk
152154,PHOEBE COSMETICS,Beauty Shop/Supplies,Retail,7230- Barber and Beauty Shops,Elia Mwakijale,Finalized,"Feb 23, 2025",Tanzania,Chat
151947,COMNIDO LIMITED,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Elia Mwakijale,Finalized,"Feb 23, 2025",Tanzania,Chat
152067,Mose and Company,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Elijah Makau,Closed due to Fraud,"Feb 28, 2025",Kenya,Chat
152167,Smart Carpets Uganda Limited,General Service Provider,Retail,5713- Floor Covering Stores,Jonathan Ssempa,Qualified Lead,,Uganda,Self Search
152160,Happy Farming Limited,School,Retail,8220- Colleges and Universities,Jonathan Ssempa,Closed due to Fraud,"Feb 23, 2025",Uganda,Self Search
152155,Comfy Cotton Essentials,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Jonathan Ssempa,Finalized,"Feb 23, 2025",Uganda,Self Search
8842,MBARATHIS EDGE,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Feb 28, 2025",Kenya,N/A
150601,BRHIN GENERAL TRADING LIMITED,Gift Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Account Closed,"Mar 5, 2025",Uganda,Walk-In
152141,NGTECH (U) LIMITED,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"Feb 23, 2025",Uganda,External Referral
152162,African Odyssey Explorer limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elosy Ngina,Finalized,"Feb 24, 2025",Kenya,Self Search
152121,BOB SERENGETI EXPEDITION TOURS SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 21, 2025",Tanzania,Account Management Referral
152163,HADRA AFRICA SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 25, 2025",Tanzania,N/A
152153,PAPAYA TRADING,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Palme Paiton Katemana,Activated,"Mar 25, 2025",Tanzania,N/A
152144,360 Extreme Adventures,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 24, 2025",Tanzania,N/A
152393,Varu's Investment Co. Ltd,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Jimmi Muchemi,Finalized,"Feb 25, 2025",Kenya,Bank Referral
152122,The Safari Collection Ltd,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Daniel Chebon,Finalized,"Feb 26, 2025",Kenya,Self Search
152171,MILEY BEAUTY SECRETS CO. LIMITED,Beauty Shop/Supplies,Retail,7230- Barber and Beauty Shops,Emmanuel Ndyakuhaki,Finalized,"Feb 24, 2025",Uganda,N/A
152150,PURPLE DROP VENTURES,Restaurant,Hospitality,5812- Eating Place & Restaurant,Quesera Wekesa,Not Interested / Lost,"Feb 21, 2025",Kenya,Bank Referral
152116,OL DONYO LO SIRUA CABINS AND CAMPSITE,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Janet Lenakae,Finalized,"Feb 25, 2025",Kenya,Chat
151584,Corban Technologies,E-Commerce,E-Commerce,4814- Telecommunication Services,Peter Robinson,Not Interested / Lost,"Feb 21, 2025",Kenya,Web Research
152166,KITENGE KIZURI LIMITED,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Finalized,"Feb 25, 2025",Kenya,Account Management Referral
152138,CAFESSERIE UGANDA LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Dyline Busiingye,Finalized,"Feb 24, 2025",Uganda,Self Search
152134,CAFESSERIE UGANDA LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Dyline Busiingye,Finalized,"Feb 24, 2025",Uganda,Self Search
152108,BEAUTY RRON ORGANIC SPA & TREATMENT CENTER,Beauty Shop/Supplies,Retail,7230- Barber and Beauty Shops,Adella Asaasira,Finalized,"Feb 24, 2025",Uganda,Walk-In
151994,FARMACIE ENTERPRISES LTD,Pharmacy,Retail,5912- Drug store and Pharmacy,Orsbone Obulukhu,Finalized,"Feb 25, 2025",Kenya,Self Search
151983,KAPEMATT SUPERMARKET,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Orsbone Obulukhu,Finalized,"Feb 21, 2025",Kenya,Bank Referral
152045,Triptrek Tourism Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Sadru Kazabula,Finalized,"Feb 24, 2025",Tanzania,Walk-In
152093,MYSKIN SOLUTIONS LIMITED,Consultancy,Retail,5399-Miscellaneous General Merchant (Small Retail),Stephen Kagaba,Finalized,"Feb 21, 2025",Uganda,N/A
152225,SUMMER LEAGUE LTD,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Alexander Maleko,Finalized,"Mar 3, 2025",Kenya,Self Search
151683,Lion's Cradle By Hidden Retreats Limited.,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Daniel Chebon,Finalized,"Feb 21, 2025",Kenya,Self Search
152007,The Mastering Business Growth Company Limited,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Elijah Makau,Finalized,"Feb 20, 2025",Kenya,Chat
151185,TESA AGENCY,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Dyline Busiingye,Closed due to Fraud,"Feb 21, 2025",Uganda,Landing Page
135618,NETAI BIOTECH LTD,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"Feb 26, 2025",Kenya,Web Research
151945,BRONZE PAL INVESTMENT,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Judy Masita,Closed due to Fraud,"Feb 28, 2025",Kenya,Helpdesk
150847,Kelele Hodari,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Feb 24, 2025",Kenya,Helpdesk
152049,INO COFFEE SERIES Ltd,Distributors,Retail,5399-Miscellaneous General Merchant (Small Retail),Florent Rwamfizi,Finalized,"Feb 21, 2025",Rwanda,Sales Drive _ Kalangala
152037,EL Bar Del Capitan Ltd,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Janet Lenakae,Finalized,"Feb 21, 2025",Kenya,N/A
152113,AIKA HOMESTAY,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Marko Lambaldo,Finalized,"Feb 26, 2025",Tanzania,N/A
151307,AHERI CARE HEALTH SERVICES LTD,Events,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Steve Gituma,Finalized,"Feb 21, 2025",Kenya,Self Search
151984,SAUDI ARABIAN AIRLINES CORPORATION,Airline,Travel,"4511- Airlines, Air Carriers",Daniel Chebon,Finalized,"Feb 21, 2025",Kenya,Self Search
152043,KIGALI ALL IN ONE Ltd,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Collins Kweyamba,Finalized,"Apr 15, 2025",Rwanda,Self Search
152056,HOLIDAY PEOPLE LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Michael Ntale,Finalized,"Mar 19, 2025",Uganda,Bank Referral
152523,VUBA VUBA UGANDA LIMITED,E-Commerce,E-Commerce,5411-Grocery Store/Supermarket (Retail),Michael Ntale,Finalized,"Feb 26, 2025",Uganda,Employee Referral
152013,Accent Distribution Limited,General Service Provider,Retail,"5111- Stationery, Office Supplies, Printing and Writing Paper",Susan Mutie,Finalized,"Feb 21, 2025",Kenya,Bank Referral
152002,Gondwana Music Ltd,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Susan Mutie,Finalized,"Feb 21, 2025",Kenya,Bank Referral
151917,FIFTY TWO GALLERIA,Art Galleries,Retail,5399-Miscellaneous General Merchant (Small Retail),Simon Mahinda,Finalized,"Mar 20, 2025",Kenya,Account Management Referral
147710,Digital Nexify,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Closed due to Fraud,"Feb 24, 2025",Kenya,Helpdesk
151995,SAMBIGA RETAIL SERVICES,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Emmanuel Ndyakuhaki,Finalized,"Feb 21, 2025",Uganda,N/A
151946,SMART WILDLIFE SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,"Mar 3, 2025",Tanzania,Web Research
156207,SUNRAYS VOCATIONAL TRAINING CENTRE,School,Retail,8220- Colleges and Universities,Bestina Ngagani,Finalized,"Apr 12, 2025",Tanzania,Self Search
151806,Gumasa Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",William Lendukai,Finalized,"Feb 20, 2025",Tanzania,Account Management Referral
151940,KILIBOUND ADVENTURES LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 21, 2025",Tanzania,N/A
152000,DAINTREE SOURCE LIMITED,Electronics Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Matiko,Finalized,"Feb 26, 2025",Kenya,Partner
149857,DIMORA UNITECH LIMITED,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Matiko,Finalized,"Feb 21, 2025",Kenya,N/A
152053,DNLAVY COMPANY LIMITED,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Michael Ntale,Finalized,"Feb 21, 2025",Uganda,Social Media
151990,BLACK DESIGN & BUILD (U) LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Finalized,"Feb 21, 2025",Uganda,Bank Referral
151954,KAINSLAW ACADEMY LIMITED,School,Retail,8220- Colleges and Universities,Sandra Ninsiima,Finalized,"Feb 21, 2025",Uganda,External Referral
152673,WISEWISP SOLUTIONS LTD,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Activated,"Sep 30, 2025",Kenya,Employee Referral
151960,Island Evoke Adventures Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Activated,"Sep 30, 2025",Kenya,Bank Referral
151795,Kite Obsession Diani Limited,Diving/Water Sports,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Finalized,"Mar 6, 2025",Kenya,Self Search
151842,Diani Adrenaline Excursions Limited,Diving/Water Sports,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Finalized,"Feb 20, 2025",Kenya,Self Search
151978,SUPERIOR OUTDOOR GAMES,Bowling/Recreation Activities/Games,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Account Closed,"Feb 20, 2025",Uganda,Helpdesk
151942,BLISS RICH UNISEX SALON,Salon,Retail,7230- Barber and Beauty Shops,Stephen Kagaba,Account Closed,"Feb 20, 2025",Uganda,Helpdesk
151918,Mawimbi East Africa Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Activated,"Sep 30, 2025",Kenya,Self Search
151941,KRISTEV LOGISTICS LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Melody Monica,Finalized,"Feb 21, 2025",Uganda,Walk-In
151962,Detail Store,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Joseph Mbothu,Finalized,"Feb 21, 2025",Kenya,Self Search
151932,Jaysparks Trading Company Ltd,Electronics Shop,Retail,5732- Electronics Sales,Sheila Kefa,Finalized,"Feb 20, 2025",Kenya,Bank Referral
152445,Transit Marua Limited,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",David Githaiga,Finalized,"Feb 26, 2025",Kenya,N/A
151504,Greenhouse Bodega Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Finalized,"Feb 21, 2025",Kenya,Helpdesk
151964,Pitstop Lounge West Limited,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Jonathan Mwai,Non-serviceable,"Feb 20, 2025",Kenya,Self Search
152986,Eshborn's House,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Alexander Maleko,Finalized,"Mar 3, 2025",Kenya,Social Media
151904,Rupleart Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"Mar 12, 2025",Kenya,N/A
151915,ARIEL TANZANIA TOURS AND SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 19, 2025",Tanzania,N/A
151919,Sealevel Logistics Company Limited,Courier Services,Retail,5399-Miscellaneous General Merchant (Small Retail),Jonathan Ssempa,Closed due to Fraud,"Feb 21, 2025",Uganda,Self Search
151685,Transwift Services Limited,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Steve Gituma,Finalized,"Feb 20, 2025",Kenya,Self Search
151901,Alcove Fertility Centre Limited,Hospital,Retail,8062- Hospital,Elijah Makau,Finalized,"Feb 20, 2025",Kenya,Bank Referral
148629,DIGITUESTEXERE SMART SOLUTION,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Orsbone Obulukhu,Finalized,"Feb 20, 2025",Kenya,Helpdesk
151890,GOOD STUFF UG ENTERPRISE LTD,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"Apr 14, 2025",Uganda,Chat
152240,Ekabaran Ranch,Distributors,Retail,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Feb 24, 2025",Kenya,Employee Referral
151948,N&L TOURS AND TRAVEL LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Emmanuel Ndyakuhaki,Finalized,"Mar 19, 2025",Uganda,N/A
151894,BIGFOLIO LIMITED,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Moses Ochom,Finalized,"Feb 20, 2025",Uganda,Helpdesk
151838,Wheels Media,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Anthony Ngunyi,Closed due to Fraud,"Feb 19, 2025",Kenya,N/A
151891,UNTAMED WILDERNESS TRAVEL LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Melody Monica,Finalized,"Feb 19, 2025",Uganda,Partner
151912,Maji Asili Limited,Distributors,Retail,5399-Miscellaneous General Merchant (Small Retail),Jimmi Muchemi,Account Closed,"Feb 19, 2025",Kenya,Account Management Referral
151812,TIN 'N' LIT LIMITED,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Lincey Wanjiku,Finalized,"Feb 27, 2025",Kenya,Self Search
151856,DIV SAFARIS & CAR HIRE LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Michael Ntale,Finalized,"Feb 21, 2025",Uganda,Helpdesk
151864,MAHUCHA LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Bestina Ngagani,Finalized,"Feb 19, 2025",Tanzania,Web Research
151854,ALMAS AFRICA COMPANY LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 20, 2025",Tanzania,Account Management Referral
151852,CAPE TO CAIRO ARUSHA MARATHON,Events,Hospitality,"7997- Clubs-Country Clubs, Membership (Athletic, Recreation, Sports), Private Golf Courses",Palme Paiton Katemana,Finalized,"Feb 26, 2025",Tanzania,Account Management Referral
151843,Nisha Hair Hub Limited,Salon,Retail,7230- Barber and Beauty Shops,Ann Njoroge,Finalized,"Feb 25, 2025",Kenya,Bank Referral
151839,MEDAN HOTEL AND APARTMENTS,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Palme Paiton Katemana,Finalized,"Feb 19, 2025",Tanzania,Account Management Referral
118720,Hynfra Technologies Ltd,E-Commerce,E-Commerce,4814- Telecommunication Services,Samuel Oloo,Finalized,"Feb 20, 2025",Kenya,Web Research
151799,LOLA WILDLIFE TOURS AND SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 19, 2025",Tanzania,Account Management Referral
151835,ANNA JOSEPH SHAYO,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Elia Mwakijale,Finalized,"Feb 19, 2025",Tanzania,N/A
152483,Nana delifest,Restaurant,Hospitality,5812- Eating Place & Restaurant,Jimmi Muchemi,Not Interested / Lost,"Feb 25, 2025",Kenya,N/A
117249,ZENTECH ELECTRONICS KENYA LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Matiko,Finalized,"Mar 3, 2025",Kenya,N/A
151791,Showtime Company Limited,Events,Hospitality,"7392- Consulting, Management and Public Relations Services",Sadru Kazabula,Finalized,"Feb 19, 2025",Tanzania,Self Search
151803,Pioneer Outsourcing,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Feb 21, 2025",Kenya,N/A
149807,MDW General Trading Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Feb 19, 2025",Kenya,Case Study
151786,KIWIRA CULTURAL TOURISM ENTERPRISES,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elia Mwakijale,Finalized,"Feb 19, 2025",Tanzania,Account Management Referral
151980,Ashton Foundation,CBO/Community Development,Retail,8398- Charitable Social Service Organizations,Marko Lambaldo,Closed Won,,Tanzania,Merchant Referral
151773,Serengeti Nature Safaris,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Mar 6, 2025",Tanzania,Account Management Referral
151766,PAPERWORTH SUPERMARKET,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Emmanuel Ndyakuhaki,Finalized,"Feb 18, 2025",Uganda,N/A
151853,SUNSHINE TRAVEL & TOURS LIMITED,Tour Operator,Travel,"7011- Hotels, Motels and Resorts",Alexander Maleko,Finalized,"Feb 19, 2025",Kenya,Sales Drive _Maasai Mara
150599,Nexbrief Solutions,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Kabuthu Mwangi,Finalized,"Feb 26, 2025",Kenya,N/A
151688,Zaraha Zanzibar Tours & Safaris,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Sadru Kazabula,Finalized,"Feb 18, 2025",Tanzania,Self Search
57448,ŽITA TANZANIAN WILD CAMPS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,"Nov 6, 2020",Tanzania,Sales Drive _ Diani
151668,Malaika brides limited,"Fashion, Clothes & Accessories",Retail,5621- Women Ready to Wear Stores,Susan Matiko,Finalized,"Feb 20, 2025",Kenya,N/A
151464,DIMART STORE LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Matiko,Closed Won,,Kenya,N/A
151657,MK Zanzibar Tours,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Sadru Kazabula,Finalized,"Mar 17, 2025",Tanzania,Walk-In
151763,NKISU WILDERNESS SAFARIS LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Emmanuel Ndyakuhaki,Finalized,"Feb 18, 2025",Uganda,N/A
151704,SILENT CRUISE RESORT LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Samuel Oloo,Finalized,"Feb 19, 2025",Kenya,Self Search
151637,LVA PROPERTIES - SMC LIMITED,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Melody Monica,Finalized,"Feb 17, 2025",Uganda,Bank Referral
151789,HIGH GRADE SOUNDS TECHNOLOGIES LTD,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Adella Asaasira,Account Closed,"Feb 19, 2025",Uganda,Self Search
151764,DHOOL CLOTHING STORE LIMITED,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Susan Mutie,Finalized,"Feb 18, 2025",Kenya,Bank Referral
151815,MOMBASA HOLIDAY LETTINGS,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Jimmi Muchemi,Finalized,"Feb 19, 2025",Kenya,Self Search
151483,Tajiri Luxury Drivers Limited,Car Hire,Travel,4121- Taxicabs and Limo,Jonah Rop,Finalized,"Feb 17, 2025",Kenya,Bank Referral
151643,PLATINUM GORILLA VACATIONS LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Dyline Busiingye,Finalized,"Feb 17, 2025",Uganda,Landing Page
151761,ARUSHA CONNECT,Car Hire,Travel,4121- Taxicabs and Limo,Palme Paiton Katemana,Finalized,"Feb 19, 2025",Tanzania,Account Management Referral
151636,AVENTS TOUR SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Melody Monica,Finalized,"Feb 17, 2025",Uganda,Partner
151696,Deli Mahal Limited,Restaurant,Hospitality,5812- Eating Place & Restaurant,Anthony Ngunyi,Negotiation,"Feb 21, 2025",Kenya,N/A
151809,THE GREENVIBES GROCERS LIMITED,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Anthony Ngunyi,Negotiation,"Feb 19, 2025",Kenya,N/A
151597,Kasi Tours & Safari,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 18, 2025",Tanzania,N/A
151558,ADVANCED EXTERIOR KLEANING SOLUTIONS LIMITED,Dry Cleaners,Retail,"5712- Furniture, Home Furnishings, and Equipment store, Except Appliances",Raymond Eguru,Finalized,"Feb 17, 2025",Uganda,N/A
151639,ST. MARY'S MEDICAL SERVICES LIMITED,Health services,Retail,8062- Hospital,Raymond Eguru,Finalized,"Feb 17, 2025",Uganda,N/A
151785,ESPRESSOLAB LIMITED,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Janet Lenakae,Finalized,"Feb 21, 2025",Kenya,N/A
151601,CHAMASTAR HOTEL LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Orsbone Obulukhu,Finalized,"Feb 21, 2025",Kenya,Self Search
151540,ZENZELE WINES,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Orsbone Obulukhu,Finalized,"Mar 8, 2025",Kenya,Bank Referral
151642,UNACU PROFESSIONAL ORGANISATION LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Account Closed,"Feb 18, 2025",Uganda,Merchant Referral
146840,Y&P BUSINESS CENTRE,Electronics Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"Feb 21, 2025",Uganda,Bank Referral
153243,Jimmy's Choma Bite Limited,Restaurant,Hospitality,5812- Eating Place & Restaurant,Kabuthu Mwangi,Finalized,"Mar 7, 2025",Kenya,Bank Referral
151729,MPINGO LODGE LIMITED,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Allen Shilinde,Finalized,"Feb 19, 2025",Tanzania,Helpdesk
151099,ALPHA BUSINESS INCUBATION CENTRE,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Samuel Oloo,Finalized,"Feb 19, 2025",Kenya,N/A
151475,ALTERIA FORTY LOUNGE,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Anthony Ngunyi,Finalized,"Feb 14, 2025",Kenya,N/A
142651,Vaskarra Enterprises Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Finalized,"Feb 19, 2025",Kenya,Case Study
151689,Crescendo Craft Digital,E-Commerce,E-Commerce,5965- Direct Marketing--Combination Catalog & Retail Merchant,Samuel Oloo,Finalized,"Feb 25, 2025",Kenya,Bank Referral
149786,GAMERS VALHALLA,E-Commerce,E-Commerce,"7995- Gambling Transactions Betting (Sports Book, Fantasy, Social Gaming)",Adella Asaasira,Finalized,"Feb 17, 2025",Uganda,Helpdesk
151613,HARMONY SKIN AESTHETICS,General Service Provider,Retail,7230- Barber and Beauty Shops,Moses Ochom,Finalized,"Feb 24, 2025",Uganda,Self Search
151655,ACACUS TRADING UGANDA LTD,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Adella Asaasira,Rate Approved,,Uganda,Walk-In
1221,ACACUS TRADING UGANDA LTD,"Fashion, Clothes & Accessories",Retail,,Emmanuel Ndyakuhaki,Closed Won Pending,,Uganda,Bank Referral
151607,STEP IN BY RAEL,Business Not Elsewhere Classified,Retail,5661- Shoe Stores,Sheila Kefa,Finalized,"Feb 17, 2025",Kenya,Bank Referral
151687,AFRICA EXHIBITION SAFARI AGENCY,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"Feb 19, 2025",Tanzania,N/A
151456,WALAAL EVOLUTION LIMITED,Health services,Retail,8062- Hospital,Judy Masita,Finalized,,Kenya,Account Management Referral
150871,La pisada Africa Safaris,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Jonah Rop,Finalized,"Apr 15, 2025",Kenya,Account Management Referral
